Years: ,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
One- and two-dwelling buildings (no site leasehold rights)        ,2022,2050,2102,2235,2364,2567,2772,2967,2976,3040,3267,3793,3915
