year:,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
avg incom for people with post secondary education (20-29 years) in SEK thousands,148.3,153.7,159.0,162.7,169.0,178.6,189.9,200.7,212.0,218.6,216.7,226.1
